cg22248750	cg11656478	cg14407177	cg02162897	cg20408276	cg00565882	cg06264984	cg20254225	cg09799983	cg01410359	cg03890222	cg16439198	cg07078841	cg25856383	cg14957547	cg01834566	cg07057636	cg07380506	cg01936270	cg06861880	cg23549225	cg22488859	cg08761102	cg26036993	cg07301433	cg09130556	cg03648789	cg09456297	cg16248783	cg08620474	cg12802310	cg21715189	cg09440493	cg23838231	cg19753864	cg06202585	cg02486145
-0.0863681510058281	-0.489655673914892	1.6718967363598	0.524233416083272	0.165925153864272	0.224221521116053	-0.0863982552439375	-0.844880384644134	-1.12529465024083	-0.946596809749466	-0.709307742264118	-1.07265457224427	-0.314195073135724	-0.404728250303658	-0.6477397469845	-0.310553552004306	-0.0690705537033519	-1.0920929177716	-1.12726945607816	0.112171807905884	-1.08934652514779	0.124658149190867	-0.324282474136585	-0.449029532928628	-0.120152400950078	-0.058495907830076	-0.113930660144097	-0.83034886576331	0.106212216002279	0.1649471382032	-0.204815313098945	-0.626452405961115	0.30551575006962	0.410807803118323	0.624591919600323	0.790779096413223	0.391966913161832
-0.00107898970700915	-0.633066638362968	0.315061229869741	-0.298208051470795	-0.433933248615552	-0.0077948832501924	0.102485239985367	0.500390238620655	0.11985965335319	-0.269637228521061	1.05136432491506	0.128155737673893	-0.0585810857704043	-0.561561779876059	0.166921845761517	-0.512107416092678	-1.0323559703968	-0.67463256718027	-0.6304869033535	-0.666511027900097	-1.03087359015663	0.0108728446698869	-0.58486092170708	-1.24440519364828	-0.425276927022979	-0.19665689210945	-0.0351328339768817	0.55013628538532	-1.01940326426061	-0.906993142056375	-0.748938047419867	-1.03792408302925	-0.146284578948954	-1.18537413620831	-0.638544055221991	-0.53772319704953	-0.72222314257733
0.316568827162939	-0.261008250868221	-0.494269063522984	0.0465735113285473	0.184039652008439	0.313967470568287	0.0536095624423845	0.299227464405591	-1.59893532711215	-0.516256862574548	-0.806399399435782	0.0249492125200144	-0.02618469129882	-1.7718025617807	0.133320701462354	-1.18914352750529	-0.0686664750597047	0.798670464729784	0.462298277449298	-0.181461962180772	0.110172843173056	-0.0663909085296014	0.103065916640772	0.28343872804122	-0.0490727813712933	0.194394508594719	-0.256414824257674	0.575349328247201	-0.434356546188926	0.613704587454532	0.146620443951714	0.598578462104782	0.867469507930943	-0.404088310805865	-0.423583444967571	-0.293171043056657	-0.238348036445785
-0.409149990293743	0.681605841100509	-0.325133673734631	-0.58656174725573	-0.206995353837266	0.150719802507751	0.100804268674312	0.0812296459334945	-0.658089348820875	-0.91452645248401	-0.572544726377014	-0.314947853757973	-0.764269251001055	1.15417958282047	0.121275812728734	0.531495607109432	-0.256988377218336	-0.742069999115916	0.483490084983552	0.651988155141118	0.115003525498107	-0.793567581409113	0.230580193206532	0.437196395331372	0.227092266284681	0.082364912032254	-0.420924510240097	-1.28961772472714	0.58686395256713	-0.593579051092707	0.874516646245206	0.47091786952111	-0.0879251653152884	0.19561534257308	0.453870837975743	-0.141277362668836	0.131022195345504
1.29953262335592	0.398552484791703	0.111904480149111	0.811815108513921	0.183347034655667	0.194928272717873	0.243047377487089	0.144497884161551	3.02254564155678	2.03060668712902	1.19897751131856	1.09322213702071	0.949245831684426	2.5026271221597	0.112457285053471	0.187066764935812	1.40228160637992	0.218764306537822	0.384341825623618	-0.631699742740199	0.765937522128055	0.129863543235303	-0.0724101564891975	0.227047356736134	-0.131494832158298	-0.0815225894125897	1.0575796868327	1.07638989984242	0.532274964793288	-0.0619247207407156	0.314372980436157	0.119132230908439	-1.08877094735948	-0.86236024127061	-0.280004168682281	0.284780092135336	0.116376759183195
-1.11948826120636	0.30358204727706	-1.27945970912104	-0.497852374647262	0.107634770790226	-0.876011669645798	-0.413548016411213	-0.180464293986998	0.239914023192582	0.616392059944864	-0.162089910754499	0.141289708980475	0.213975960796054	-0.918714112841821	0.11377260210995	1.29324820123625	0.0247888080102784	1.49135012239739	0.427637857331257	0.715512769774065	1.12911596365261	0.594563949756505	0.647907442485559	0.745752239506007	0.498901275279277	0.0599159718801854	-0.23118432306275	-0.0819149587452382	0.22840845336191	0.783854506093715	-0.381743451619247	0.47574790641304	0.149995432632797	1.84540429444723	0.263671435421699	-0.10338162884809	0.321198092459276
0.210273094518143	0.0070239723163672	0.238107412101973	-0.192109163421816	-0.0508180222369524	-0.341462907536323	-0.262185671254034	0.0541402491303239	-1.10192966878092	-0.169754765110807	-0.468061990677307	-0.772149656288122	-0.401545843459486	-0.712244475928035	-1.21045150994326	0.378237281922547	-0.0310418156876587	-0.554462686758781	-0.265775746522848	-0.127465845419358	-0.484034992777757	-0.0406387224709115	-0.59106596152784	0.318863116064867	-0.416552000228219	-0.826725206996796	0.5706437093631	-0.182695103863451	0.358979551114534	-0.163130285842919	-0.142191202592141	-0.901273395000177	0.0067304107299706	0.444058320092284	-0.224112186348285	-0.0115666264907293	0.21667733289249
0.5050393223226	-0.094705999446977	1.27374553358729	-0.191558418162366	-0.690891998562635	0.141186427807943	0.111390918692678	0.12580192770662	1.67487619836854	1.57338621363765	0.824861209101125	-0.224228388116246	0.017699892934276	0.822877688406719	-0.66218602501547	-0.0413654123427575	-0.419883582706333	-0.811583353112376	-0.204626480901006	0.182907005563555	0.149299489426158	-0.959283248970662	-0.177990083062211	-0.423369853492226	-0.356524917122239	0.0793078667662683	-0.230344997935431	-0.626397457634839	-0.699166810007447	-1.16903851526138	-0.712767414929512	0.108892422192391	-0.213256509186649	0.200093043154555	-0.225087116179355	-0.465565113782356	-0.487783332413035
0.83134770876032	0.141893983908377	0.166676357550404	-0.199364803571657	0.125004571558091	0.26419733287375	0.322025204078729	0.495163076585038	-0.583848589131459	-0.0265316740035475	-0.394858229283588	-0.260091884043922	-0.527215862919565	-0.829414630232466	0.348431111178877	-0.102580820441709	0.531938484069417	0.304043329324977	-0.42967156417328	0.924583414847973	-0.0640919410481903	-0.151042299610809	0.247710213446688	0.258246331697343	0.144938361040018	0.791532434243127	0.79799964316472	0.584168904750176	-0.161691003730801	0.289801591270144	0.292122977830167	-0.280626494072468	0.223366461771873	-0.123446953282174	0.188835347683821	0.538397451516528	-0.0712236862571118
0.108495113585217	0.366887451043677	-0.336023804020515	-0.161516296629947	-0.236685848133858	0.687880577394781	1.10767829433462	1.12211081451823	-0.494354542027218	-1.80730415523006	-1.07561047173025	0.121229971590422	-0.992447615018291	0.218289936227356	0.190208670726643	-0.0713803591850939	-0.771012086555335	0.32681968602784	0.259806343111093	-0.694538286380434	-0.422609749357897	0.232938333970789	-0.0791236860478054	0.0868935551935122	0.794727551259907	-1.35605006952684	-1.31156377478496	-0.144611354050013	-0.308025066297599	0.238969765183368	-0.0392601475589338	0.430779282425872	0.37065551909479	-1.14026894314339	0.570648050439166	-0.307830934254274	-0.418645721412844
